strain,phage,interaction
GCA_015266485.1,JAMRDX010000128.1,0
GCA_902847875.1,CADHIQ010000055.1,1
GCA_012141025.1,BIES01000049.1,0
GCA_012807255.1,AARSFH010000032.1,0
GCA_014436445.1,ABJIAJ010000071.1,0
GCA_012036315.1,JAAUKR010000028.1,1
GCA_021193395.1,ABJTLC010000053.1,0
GCA_033900505.1,JAXACR010000045.1,1
GCA_002542395.1,NMEO01000055.1,1
GCA_002464695.1,NXMY01000059.1,1
GCA_002456435.1,NKDI01000040.1,1
GCA_020356145.1,AAUMHE010000032.1,0
GCA_012092575.1,AASEVG010000053.1,0
GCA_000225085.2,AFDT01000020.1,1
GCA_015374545.1,AAQYGD010000031.1,0
GCA_015215645.1,JAJKTO010000087.1,0
GCA_028049655.1,DAMWIO010000079.1,1
GCA_014456955.1,AAVWPB010000031.1,1
GCA_018090605.1,ABADSW010000011.1,1
GCA_011886465.1,AARTAD010000031.1,0
GCA_016972995.1,AAYWNH010000029.1,1
GCA_030511425.1,AASCIR010000078.1,0
GCA_012538735.1,AASRPS010000064.1,1
GCA_032638405.2,ABNTEU020000035.1,1
GCA_012698285.1,AAQYRB010000021.1,0
GCA_030199875.1,AAYQPB010000093.1,0
GCA_011972965.1,AASHCS010000048.1,0
GCA_958429675.1,CAUALC010000017.1,1
GCA_012341215.1,CADENS010000049.1,0
GCA_012567665.1,AATFGO010000031.1,0
GCA_025301875.1,ABMQRI010000032.1,0
GCA_018552135.1,AASYJI010000034.1,0
GCA_026255345.1,ABJLJM010000032.1,1
GCA_037167245.1,JBANMU010000038.1,1
GCA_018087965.1,FAVW01000067.1,0
GCA_025413235.1,ABILLJ010000033.1,1
GCA_029489505.1,DAOEDQ010000064.1,1
GCA_958317825.1,AAUZRZ010000030.1,0
GCA_014443975.1,AAVVRS010000059.1,1
GCA_012444245.1,AASNNR010000036.1,1
GCA_031586115.1,ABMMHS010000049.1,1
GCA_037035445.1,ABQOPL010000059.1,1
GCA_018175035.1,DADZZC010000026.1,1
GCA_018770005.1,AAQYFY010000042.1,0
GCA_020997995.1,AARHSW010000040.1,0
GCA_023464975.1,ABGGEN010000052.1,1
GCA_012391775.1,AASJUR010000069.1,1
GCA_022364835.1,ABFDSO010000031.1,1
GCA_000798515.1,ABPWYS010000046.1,0
GCA_019228145.1,AARRUU010000041.1,0
GCA_019951715.1,JNQP01000067.1,0
GCA_018562565.1,DAEFQQ010000078.1,1
GCA_032618555.1,ABNSFI010000055.1,1
GCA_003894875.2,RUCT02000055.1,1
GCA_012020425.1,AARLNR010000054.1,1
GCA_012241335.1,PXHO01000053.1,0
GCA_028838365.1,DAJQUA010000077.1,0
GCA_013588315.1,AAUDPK010000051.1,1
GCA_012238985.1,AAYUPY010000073.1,0
GCA_012706505.1,AATBYT010000034.1,1
GCA_019064245.1,ABBAWA010000030.1,1
GCA_024394375.1,DAJAQL010000115.1,0
GCA_020227465.1,ABCTXY010000052.1,1
GCA_018415365.1,ABANCX010000056.1,1
GCA_005387065.1,BFQK01000139.1,1
GCA_037023395.1,DAHBOO010000023.1,0
GCA_011864185.1,DADZMU010000058.1,0
GCA_012260005.1,AAVVPZ010000061.1,0
GCA_028086395.1,ABKHGZ010000095.1,1
GCA_026066995.1,ABJFNQ010000030.1,1
GCA_025225215.1,DANAUB010000058.1,0
GCA_004257845.1,AAAFMG010000024.1,1
GCA_012127635.1,ABJWBO010000032.1,0
GCA_003756025.2,RMFQ02000043.1,1
GCA_013629615.1,AAUEYX010000044.1,1
GCA_018936855.1,ABAWOJ010000028.1,1
GCA_034418815.1,ABQLVJ010000050.1,0
GCA_037967765.1,JBBPFW010000028.1,1
GCA_019289655.1,ABBJZQ010000034.1,1
GCA_012879975.1,ABEZCC010000064.1,0
GCA_014341175.1,DAMTSR010000095.1,0
GCA_020986305.1,ABEAMU010000066.1,1
GCA_018533645.1,AATNJD010000068.1,0
GCA_025120175.1,JANWQV010000087.1,0
GCA_024772095.1,ABFIAG010000087.1,0
GCA_015327385.1,AAXDYT010000045.1,1
GCA_012741275.1,AATECY010000032.1,1
GCA_011854785.1,AATFKX010000071.1,0
GCA_014065605.1,AAVGOG010000029.1,1
GCA_013675615.1,AAUHHW010000031.1,1
GCA_008273945.1,SAHN01000076.1,0
GCA_014665385.1,AAWFKA010000074.1,1
GCA_029230595.1,AARZQJ010000042.1,0
GCA_012211625.1,AATCUX010000041.1,0
GCA_025283435.1,DAJGHJ010000073.1,1
GCA_025119975.1,ABIDKQ010000030.1,1
GCA_021534595.1,AAVOTU010000034.1,0
GCA_030725505.1,ABLPYX010000034.1,1
GCA_014710675.1,DABUZB010000170.1,1
GCA_034319165.1,JAXKXC010000043.1,1
GCA_012465285.1,AASOUH010000034.1,1
GCA_031233455.1,AAREJD010000037.1,0
GCA_020236355.1,DAPJMP010000037.1,0
GCA_004165655.2,AAAAVJ020000080.1,1
GCA_036950665.1,AARSTX010000057.1,0
GCA_025326285.1,CATRTW010000085.1,0
GCA_023196535.1,AAUBLY010000043.1,0
GCA_037058495.1,ABQPCN010000032.1,1
GCA_012222685.1,DAEBVB010000055.1,0
GCA_032582715.1,AAREVW010000047.1,0
GCA_012179865.1,AARVWY010000039.1,1
GCA_020227375.1,AARBLJ010000030.1,0
GCA_012726455.1,AATDPT010000033.1,1
GCA_005039215.1,DAQSVC010000076.1,0
GCA_012423045.1,AASLXY010000065.1,1
GCA_004766755.1,QAEY01000059.1,1
GCA_019701765.1,ABCAQB010000033.1,1
GCA_958337245.1,CATVLJ010000032.1,1
GCA_035516855.1,WKRY01000065.1,0
GCA_012220265.1,AARZZK010000046.1,1
GCA_016390195.1,JAEJXK010000053.1,1
GCA_021492325.1,CAJDFT010000047.1,0
GCA_012253745.1,AASBED010000118.1,1
GCA_011972965.1,AARIOE010000045.1,1
GCA_028605695.1,BRXL01000034.1,0
GCA_012898205.1,AATMAP010000043.1,1
GCA_012588965.1,AASVBQ010000036.1,1
GCA_018411505.1,ABRMSP010000033.1,0
GCA_030342625.1,ABBSCX010000083.1,0
GCA_031898545.1,AASBWH010000142.1,0
GCA_038421705.1,ABRVOR010000046.1,1
GCA_034021395.1,ABPGAF010000032.1,1
GCA_012238995.1,AARXUZ010000032.1,1
GCA_018601295.1,DABZKH010000062.1,0
GCA_013771005.1,ABJBXL010000076.1,0
GCA_001265885.1,ABPUSJ010000032.1,0
GCA_012712685.1,AATCJP010000017.1,1
GCA_958306665.1,ABODZK010000048.1,0
GCA_900196675.1,FZJT01000079.1,1
GCA_012443065.1,DABWRA010000218.1,0
GCA_030219785.1,ABHCYS010000096.1,0
GCA_012297885.1,AASFPH010000053.1,1
GCA_033032335.1,JNNI01000085.1,0
GCA_012454805.1,AASNAC010000057.1,0
GCA_008273155.1,SJHG01000019.1,1
GCA_012524675.1,AASRHV010000033.1,1
GCA_000267105.1,ABFIUQ010000112.1,0
GCA_019002905.1,AAVWDI010000062.1,0
GCA_035890575.1,ABPWYM010000046.1,1
GCA_012461945.1,AASOOO010000034.1,1
GCA_014112405.1,AASWNF010000112.1,0
GCA_012051325.1,BEOA01000034.1,0
GCA_900465075.1,CATVEA010000093.1,0
GCA_031187225.1,ABDWDC010000031.1,0
GCA_020129195.1,AAYZGE010000098.1,0
GCA_005038425.1,RRSI01000057.1,1
GCA_012053785.1,AARTJH010000064.1,0
GCA_032700965.1,JSPX01000066.1,0
GCA_033648125.1,ABOVLS010000045.1,1
GCA_024846325.1,AARZGD010000030.1,0
GCA_015323385.1,AARDBB010000028.1,0
GCA_963874915.1,CAWNKK010000433.1,1
GCA_009880705.1,ABDZLD010000048.1,0
GCA_030199995.1,JARILJ010000063.1,1
GCA_012554905.1,DAHBOO010000023.1,0
GCA_014780995.1,AAWJMU010000032.1,1
GCA_012133345.1,ABJFML010000030.1,0
GCA_012345955.1,AASHOW010000066.1,1
GCA_019813595.1,ABALDK010000034.1,0
GCA_014179605.1,NJWM01000046.1,0
GCA_946415505.1,AAREIL010000028.1,0
GCA_021503275.1,JAJABV010000004.1,1
GCA_907172815.1,CAJSEC010000027.1,1
GCA_022696565.1,JALDHD010000037.1,1
GCA_014990025.1,AARDJS010000067.1,0
GCA_013531175.1,AAUDBD010000039.1,1
GCA_029384635.1,DAOAJT010000043.1,1
GCA_012872555.1,AAVOEW010000033.1,0
GCA_016580325.1,RRIC01000072.1,0
GCA_013183145.1,SNOS01000037.1,1
GCA_025423955.1,ABILZF010000030.1,1
GCA_012463345.1,ABQHOV010000046.1,0
GCA_025429905.1,DAJJWO010000058.1,1
GCA_012324985.1,AATHMS010000054.1,0
GCA_011836175.1,ABCJUP010000061.1,0
GCA_012894335.1,AATLQE010000070.1,1
GCA_012158145.1,DAJZTL010000038.1,0
GCA_004234365.2,ABCVUO010000056.1,0
GCA_016129185.1,AARPQO010000089.1,0
GCA_012117135.1,AARRJP010000054.1,1
GCA_001608005.1,CAJSED010000030.1,0
GCA_023819785.1,ABGRBS010000031.1,1
GCA_011940565.1,ABKDRD010000117.1,0
GCA_012324365.1,AASGPP010000033.1,1
GCA_032648185.1,ABNTTO010000024.1,1
GCA_012884995.1,AARBRW010000043.1,0
GCA_958333775.1,ABQYFV010000035.1,0
GCA_027614745.1,AARLKR010000078.1,0
GCA_015155915.1,AAWXTK010000032.1,1
GCA_015972725.1,SPXH01000161.1,0
GCA_020418585.1,JAIZLZ010000020.1,1
GCA_020170755.1,AARRUV010000033.1,0
GCA_002972255.1,JZNW01000009.1,1
GCA_012176155.1,ABGTJJ010000035.1,0
GCA_011849125.1,AAQZKM010000030.1,1
GCA_018600515.1,DAEGQU010000035.1,1
GCA_012812595.1,AATDLS010000061.1,0
GCA_018160895.1,ABEGOL010000033.1,0
GCA_012760035.1,JABKFL010000012.1,0
GCA_012808135.1,DABDTR010000042.1,1
GCA_012021625.1,AARLQI010000039.1,1
GCA_017977605.1,DAOEIS010000100.1,0
GCA_012257125.1,AASBKN010000032.1,1
GCA_012279775.1,DAJAWP010000021.1,0
GCA_026027165.1,CADEKF010000081.1,0
GCA_012787675.1,JAVMQA010000021.1,0
GCA_024377135.1,NRVZ01000150.1,0
GCA_902845705.1,ABLCLA010000051.1,0
GCA_018480205.1,ABAOJW010000030.1,1
GCA_022697725.1,JALDFW010000027.1,1
GCA_034540895.1,JAXRDY010000776.1,1
GCA_012134155.1,JABEFW010000044.1,0
GCA_011859885.1,AARMCH010000048.1,0
GCA_019958035.1,JAIOVW010000039.1,1
GCA_012481415.1,DAEQZO010000029.1,0
GCA_012141565.1,AARTEA010000082.1,1
GCA_019937915.1,NJTL01000076.1,0
GCA_018087965.1,ABADOM010000168.1,1
GCA_012805975.1,AATHMS010000054.1,1
GCA_018538945.1,ABAQJO010000031.1,1
GCA_036292365.1,ABIAFS010000074.1,0
GCA_012150085.1,AASOLU010000031.1,0
GCA_019958035.1,CACSPX020000042.1,0
GCA_014702345.1,DABUTH010000065.1,1
GCA_958330625.1,ABROFG010000051.1,0
GCA_009880655.1,WSKA01000017.1,1
GCA_012757435.1,ABOBFA010000041.1,0
GCA_023097785.1,AASIOI010000046.1,0
GCA_013095155.1,ABHMIX010000038.1,0
GCA_015644305.1,BDIK01000050.1,0
GCA_034541195.1,AARYDY010000031.1,0
GCA_024027075.1,ABGUMQ010000055.1,1
GCA_014234865.1,ABIMHT010000051.1,0
GCA_001030425.1,JALMBY010000038.1,0
GCA_031766455.1,ABMSXI010000095.1,1
GCA_032157265.1,AATHFJ010000157.1,0
GCA_028049825.1,DAMWIT010000030.1,1
GCA_034539595.1,JAXRGN010000279.1,1
GCA_028050215.1,DAMWJN010000059.1,1
GCA_033678145.1,ABOWTR010000042.1,1
GCA_005043105.1,RRJS01000045.1,1
GCA_012184595.1,ABENZC010000029.1,0
GCA_012091865.1,AARWCV010000098.1,0
GCA_018047105.1,AAYXIM010000030.1,0
GCA_032449175.1,ABNMJV010000056.1,1
GCA_034236275.1,JABEFU010000050.1,0
GCA_012153405.1,ABBIBE010000049.1,0
GCA_012145005.1,DAHBMN010000052.1,0
GCA_028554555.1,ABKNVV010000058.1,1
GCA_003145715.1,NBJM01000140.1,1
GCA_011913845.1,JALLZN010000040.1,0
GCA_025310595.1,DABDMJ010000058.1,0
GCA_025577425.1,NWOV01000046.1,0
GCA_011906365.1,AARTZN010000059.1,0
GCA_028086395.1,AASACD010000026.1,0
GCA_012690745.1,AATATM010000047.1,1
GCA_035889915.1,ABBHZF010000029.1,0
GCA_037290895.1,ABRMSW010000031.1,0
GCA_000936125.1,LM996640.1,1
GCA_015484245.1,AAXGPF010000032.1,1
GCA_012894665.1,ABAPQG010000009.1,0
GCA_012139485.1,AARVVI010000030.1,0
GCA_013352435.1,SNJS01000084.1,1
GCA_014242795.1,AAVLQN010000049.1,1
GCA_022887595.1,ABFPAH010000091.1,1
GCA_001284005.1,AASURC010000060.1,0
GCA_020293145.1,ABJFLQ010000030.1,0
GCA_012744815.1,ABMVRQ010000056.1,0
GCA_002972075.1,JZOQ01000111.1,1
GCA_031530985.1,ABMKAQ010000019.1,1
GCA_028230515.1,ABDHNJ010000062.1,0
GCA_014443175.1,AAZZEU010000044.1,0
GCA_034238655.1,AAVVKZ010000069.1,0
GCA_023200375.1,AAVVGC010000061.1,0
GCA_002764475.1,AAWZSP010000029.1,0
GCA_958322795.1,CATTHV010000023.1,1
GCA_004661505.1,QERK01000033.1,1
GCA_018518865.1,ABAPQG010000009.1,1
GCA_038389085.1,JAPMGI010000041.1,0
GCA_011910485.1,AATOEO010000064.1,0
GCA_016457655.1,ABJORK010000066.1,0
GCA_017839475.1,AARVIF010000040.1,0
GCA_019560835.1,ABBVSX010000046.1,1
GCA_961210045.1,CAUIQD010000007.1,1
GCA_012899565.1,AASJTL010000033.1,0
GCA_026736125.1,AARXLU010000111.1,0
GCA_020312575.1,ABCYNR010000048.1,1
GCA_011859625.1,AATEZZ010000081.1,0
GCA_028433205.1,ABAEQZ010000051.1,0
GCA_020299945.1,ABCXRI010000017.1,1
GCA_012554905.1,AASSTG010000068.1,1
GCA_012117135.1,ABKCTJ010000056.1,0
GCA_012254155.1,DAJAOU010000057.1,0
GCA_011904905.1,AARDZM010000025.1,1
GCA_023876405.1,JAKXQR010000039.1,1
GCA_018940295.1,AAWMKK010000038.1,0
GCA_030935985.1,ABLSFG010000060.1,1
GCA_011919345.1,AARENN010000126.1,1
GCA_013765845.1,AAUNCN010000075.1,1
GCA_021109735.1,JAJOFO010000043.1,1
GCA_000267185.1,AKMA01000019.1,1
GCA_030337395.1,JAOWTH010000056.1,1
GCA_026688895.1,DAKRJN010000135.1,1
GCA_902828355.1,CADGYG010000010.1,0
GCA_028403585.1,ABKLEA010000035.1,1
GCA_012390295.1,AASJUK010000041.1,1
GCA_028540225.1,ABKNHB010000068.1,1
GCA_014078245.1,AAVHEU010000021.1,1
GCA_012436255.1,AASNAC010000057.1,1
GCA_019579325.1,ABBXAL010000050.1,1
GCA_014609355.1,DABSXW010000112.1,1
GCA_000225125.2,AFDV01000043.1,1
GCA_026043935.1,ABJEFB010000033.1,1
GCA_958304765.1,AAQYFY010000042.1,0
GCA_030199675.1,JARIKR010000057.1,1
GCA_012808955.1,ABDIQU010000054.1,0
GCA_016440945.1,LODF01000152.1,0
GCA_011844765.1,AARCJX010000034.1,0
GCA_030399535.1,SZLW01000018.1,1
GCA_012177215.1,AARVOX010000045.1,1
GCA_013044545.1,AASLTZ010000061.1,0
GCA_014559055.1,DABSJU010000080.1,1
GCA_002515815.1,NJTG01000069.1,1
GCA_011849465.1,ABKKQJ010000031.1,0
GCA_019485725.1,ABOVLS010000041.1,0
GCA_021490675.1,DAFMEZ010000092.1,1
GCA_015675935.1,JACXID010000009.1,0
GCA_018683605.1,ABGQWQ010000035.1,0
GCA_012141165.1,ABMBTF010000053.1,0
GCA_011949405.1,JBAIED010000074.1,0
GCA_012629725.1,AASHOA010000093.1,0
GCA_025387705.1,ABILBH010000033.1,1
GCA_012456065.1,AASMPD010000060.1,1
GCA_025757275.1,AATXOS010000032.1,0
GCA_012079255.1,AAROSL010000034.1,1
GCA_025710105.1,ABIUYG010000067.1,1
GCA_005043995.1,RRIG01000072.1,1
GCA_025434065.1,ABIMDI010000033.1,1
GCA_023670865.1,ABMCDH010000032.1,0
GCA_003145215.1,DADZZG010000006.1,0
GCA_014442745.1,AAVVPS010000058.1,1
GCA_037906735.1,AARNQH010000087.1,0
GCA_017201275.1,AAZFQX010000068.1,1
GCA_020346645.1,AARINS010000045.1,0
GCA_902825805.1,ABGMQA010000091.1,0
GCA_030392485.1,DACZAV010000056.1,0
GCA_024843445.1,ABOZBC010000022.1,0
GCA_035893815.1,ABPXER010000055.1,1
GCA_018022575.1,DAMWDM010000046.1,0
GCA_012335835.1,AASHBL010000036.1,1
GCA_012509835.1,AASRGS010000066.1,1
GCA_002973335.1,JZPV01000011.1,1
GCA_003686635.1,ABAPZO010000047.1,0
GCA_021225155.1,ABEIKE010000057.1,1
GCA_012540755.1,BBUT01000051.1,0
GCA_012225625.1,AASSTG010000068.1,0
GCA_033969905.1,ABCUEJ010000084.1,0
GCA_023185735.1,AAVVPF010000063.1,0
GCA_012542255.1,AASRWR010000062.1,1
GCA_024940125.1,ABHXKL010000037.1,1
GCA_015167155.1,AATARG010000033.1,0
GCA_023464595.1,AASUWP010000032.1,0
GCA_014937325.1,AAWODY010000064.1,1
GCA_014709535.1,ABAXQK010000036.1,0
GCA_012663205.1,AASZMJ010000078.1,1
GCA_011888865.1,DAFMKF010000040.1,0
GCA_958330675.1,JZOQ01000111.1,0
GCA_014443175.1,AAVVQY010000059.1,1
GCA_019012325.1,DAERFW010000079.1,1
GCA_031644515.1,ABMOON010000084.1,1
GCA_011876145.1,AARBJF010000067.1,1
GCA_020389885.1,RRDI01000080.1,0
GCA_012020165.1,DANYVV010000047.1,0
GCA_024174065.1,ABGYPW010000031.1,1
GCA_011911705.1,AAREHR010000032.1,1
GCA_012209665.1,AARYZK010000031.1,1
GCA_900039545.1,FCPA01000019.1,1
GCA_012021445.1,ABERXR010000033.1,0
GCA_900015805.1,FAWU01000156.1,1
GCA_032814205.1,ABKPHQ010000086.1,0
GCA_029599005.1,ABLJQH010000063.1,1
GCA_002514955.1,NKME01000042.1,1
GCA_033384975.1,DARAXL010000049.1,1
GCA_011820125.1,AAQXHS010000093.1,1
GCA_012500315.1,AATGAD010000118.1,0
GCA_903980015.1,CAJDLG010000045.1,1
GCA_022903775.1,ABFQDQ010000082.1,1
GCA_002155385.1,AARRCO010000058.1,0
GCA_018036085.1,ABACAE010000047.1,1
GCA_033528215.1,ABOSRU010000051.1,1
GCA_020322735.1,ABCZFZ010000052.1,1
GCA_014332075.1,NJWB01000068.1,0
GCA_033123705.1,ABOKIW010000034.1,1
GCA_019939115.1,CADHNL010000069.1,0
GCA_033665425.1,ABKZUC010000068.1,0
GCA_012760415.1,AATCXJ010000047.1,1
GCA_012085215.1,AARPEL010000037.1,1
GCA_012201045.1,AARYQN010000072.1,1
GCA_028651475.1,JAMRDW010000097.1,0
GCA_012127525.1,AARSDW010000071.1,1
GCA_023165405.1,ABFYQZ010000019.1,1
GCA_000478705.1,AWFJ01000109.1,1
GCA_013082485.1,AARVVQ010000158.1,0
GCA_025286455.1,DAJGMZ010000085.1,1
GCA_031243185.1,ABMCFV010000031.1,1
GCA_012442605.1,AARSNR010000055.1,0
GCA_000249135.2,AIEZ01000007.1,1
GCA_011845965.1,WSQV01000024.1,0
GCA_012507555.1,AASRCL010000046.1,1
GCA_004257845.1,ABFPAH010000091.1,0
GCA_012884885.1,JAUDPG010000050.1,0
GCA_003337905.1,CATQWU010000041.1,0
GCA_037981385.1,ABROWD010000064.1,1
GCA_012703645.1,AATFFX010000042.1,0
GCA_033350815.1,AAWMKK010000038.1,0
GCA_015529085.1,AARUDU010000063.1,0
GCA_016984735.1,AAUJII010000114.1,0
GCA_014820105.1,AAWKYW010000032.1,1
GCA_018495555.1,DAKDVR010000035.1,0
GCA_032622215.1,ABNSLO010000034.1,1
GCA_022933115.1,ABFRXP010000065.1,1
GCA_012493645.1,DABAGD010000028.1,1
GCA_012290805.1,ABQSQY010000056.1,0
GCA_013584135.1,CABVOI010000005.1,0
GCA_008756745.1,AATGFT010000047.1,0
GCA_029336475.1,ABLDRN010000077.1,1
GCA_014992545.1,AAWOTA010000031.1,1
GCA_019746705.1,ABNTGY020000062.1,0
GCA_012131995.1,AARSOS010000034.1,1
GCA_012904145.2,AAVQAI010000030.1,0
GCA_008273525.1,SJGQ01000020.1,1
GCA_011828475.1,AAQXWQ010000029.1,1
GCA_020837925.1,ABDUPY010000043.1,1
GCA_011932285.1,JAESOC010000082.1,0
GCA_018175035.1,NJWE01000096.1,0
GCA_012807755.1,DABDSW010000091.1,1
GCA_910592685.1,CAJUZY010000039.1,1
GCA_029492345.1,ABICHZ010000063.1,0
GCA_014713895.1,AATJDJ010000045.1,0
GCA_012198165.1,AARXUD010000053.1,1
GCA_030723905.1,AARNDA010000042.1,0
GCA_012726575.1,AATDPR010000033.1,1
GCA_029753015.1,CATVNU010000040.1,0
GCA_016546245.1,DADZZC010000045.1,0
GCA_012381635.1,AASJEJ010000060.1,1
GCA_005396825.1,BGID01000025.1,1
GCA_008274045.1,SJFU01000015.1,1
GCA_012814095.1,AATHWL010000057.1,1
GCA_014440665.1,SNPN01000028.1,0
GCA_025331965.1,ABIJJP010000046.1,1
GCA_012111475.1,AARQZH010000152.1,1
GCA_023193515.1,DAHBPS010000081.1,1
GCA_012781225.1,ABPDJH010000029.1,0
GCA_019894985.1,DABUWX010000060.1,0
GCA_020487565.1,ABGKPE010000038.1,0
GCA_012200565.1,AARHSN010000069.1,0
GCA_012588045.1,JAPZON010000104.1,0
GCA_012925715.1,AATNID010000032.1,1
GCA_018933375.1,ABJZXR010000059.1,0
GCA_032034825.2,ABMZIJ020000069.1,1
GCA_000249095.2,AIEX01000029.1,1
GCA_012428885.1,AASMIM010000046.1,1
GCA_013494135.1,ABBDZU010000034.1,0
GCA_958327115.1,AATVBC010000029.1,0
GCA_024770075.1,JACZLM010000126.1,0
GCA_032828335.1,ABOBHL010000041.1,1
GCA_017736135.1,DADRZP010000064.1,1
GCA_021185055.1,ABNGOA010000024.1,0
GCA_011889305.1,AARCHA010000049.1,1
GCA_038101285.1,ABRRWX010000034.1,1
GCA_033450465.1,ABORGC010000031.1,1
GCA_012129695.1,ABCXUU010000033.1,0
GCA_023779345.1,AARMPO010000122.1,0
GCA_025721495.1,AAYOXG010000034.1,0
GCA_011854785.1,AAQZUG010000134.1,1
GCA_023886845.1,ABOIIC010000033.1,0
GCA_017977925.1,AASRHV010000033.1,0
GCA_000622775.2,JHLY01000106.1,1
GCA_015337145.1,DAPORN010000065.1,0
GCA_011910825.1,AAREFS010000055.1,1
GCA_025880925.1,DAJQSS010000069.1,1
GCA_025881525.1,ABGUWN010000047.1,0
GCA_031584375.1,ABHVJM010000032.1,0
GCA_029314455.1,ABLCHJ010000067.1,1
GCA_011928505.1,ABCRQY010000030.1,0
GCA_011867365.1,AARASO010000031.1,1
GCA_012084315.1,AARPCE010000056.1,1
GCA_019678595.1,ABBZSN010000072.1,1
GCA_034197025.1,ABPHPL010000029.1,1
GCA_012237925.1,AARYDC010000072.1,1
GCA_033146055.1,ABOLFG010000032.1,1
GCA_012897355.1,AARRLS010000070.1,0
GCA_014241045.1,ABFAJQ010000030.1,0
GCA_014110965.1,CADGCD010000095.1,0
GCA_013798445.1,AAWPWB010000032.1,0
GCA_012804535.1,AATHJQ010000048.1,1
GCA_025631705.1,ABILZF010000030.1,0
GCA_017775215.1,AARTQK010000032.1,0
GCA_963866095.1,CAWMDK010000335.1,1
GCA_017753405.1,AAZTRA010000048.1,1
GCA_029283065.1,AAQXTE010000075.1,0
GCA_018552135.1,DAEFDC010000064.1,1
GCA_032750375.1,ABNXBF010000049.1,1
GCA_029586215.1,ABLJCR010000045.1,1
GCA_029284055.1,DAFLXA010000131.1,0
GCA_012124775.1,AARRWA010000032.1,1
GCA_011914465.1,ABITQC010000021.1,0
GCA_037977915.1,ABROPP010000042.1,1
GCA_012769455.1,AATFOD010000058.1,1
GCA_012760155.1,ABOXYB010000025.1,0
GCA_004171235.1,SAFQ01000017.1,1
GCA_019152245.1,ABAMJS010000030.1,0
GCA_002290955.1,NSEN01000467.1,1
GCA_011806145.1,ABRTXR010000074.1,0
GCA_021060185.1,ABEDAD010000049.1,1
GCA_023088595.1,ABFXEZ010000031.1,1
GCA_026584175.1,ABJQIJ010000032.1,1
GCA_020319135.1,ABCYZM010000066.1,1
GCA_003774385.1,ROEL01000045.1,1
GCA_012791535.1,DABDQM010000042.1,1
GCA_030390635.1,SYXE01000037.1,1
GCA_024731145.1,ABHOPA010000036.1,1
GCA_028540225.1,ABRTWZ010000065.1,0
GCA_013705125.1,AAUJCQ010000039.1,1
GCA_918379535.1,AAWLNL010000053.1,0
GCA_011912765.1,AASPCA010000041.1,0
GCA_023915725.1,ABGRXI010000107.1,1
GCA_012545195.1,DAHBNX010000053.1,0
GCA_018309665.1,ABAKZB010000034.1,1
GCA_026134875.1,AARTNU010000142.1,0
GCA_032814165.1,ABOAQM010000043.1,1
GCA_012810635.1,DAFLLC010000078.1,0
GCA_033605295.1,ABKXIZ010000073.1,0
GCA_019024805.1,ABAZXF010000030.1,1
GCA_020356145.1,ABDAYE010000061.1,1
GCA_002458165.1,ABNBUX010000033.1,0
GCA_000781855.1,JAEGSP010000051.1,0
GCA_024845965.1,AASEFL010000076.1,0
GCA_025522795.1,DAJLTS010000081.1,1
GCA_014955645.1,AAWQUL010000030.1,1
GCA_021076025.1,ABEDWJ010000029.1,1
GCA_031780665.1,DAPNYT010000085.1,1
GCA_030933895.1,ABLSBI010000020.1,1
GCA_003591905.1,VZGX01000069.1,0
GCA_026054295.1,ABJETY010000087.1,1
GCA_000951875.1,LM995706.1,1
GCA_012781225.1,AATGCF010000061.1,1
GCA_021489295.1,DAFMGL010000061.1,1
GCA_030481625.1,ABOBFB010000041.1,0
GCA_015707615.1,AAXMAR010000146.1,1
GCA_011763055.1,DAIIUZ010000045.1,0
GCA_019227165.1,ABLYGJ010000036.1,0
GCA_031615915.1,ABNGJP010000035.1,0
GCA_002971375.1,ABCUVD010000031.1,0
GCA_021109735.1,ABJVUF010000033.1,0
GCA_035789735.1,AAQYRB010000042.1,0
GCA_020372825.1,ABDBXV010000051.1,1
GCA_029283435.1,ABKPLZ010000039.1,0
GCA_014501445.1,AAVXRJ010000034.1,1
GCA_014992365.1,AAYOUQ010000080.1,0
GCA_012469445.1,DAIKYZ010000089.1,0
GCA_031758335.1,ABGIBV010000049.1,0
GCA_900480085.1,UCZS01000033.1,1
GCA_031507025.1,DAPJMP010000037.1,1
GCA_012994645.1,ABNUED010000098.1,0
GCA_038385665.1,ABRTXR010000074.1,1
GCA_031816315.1,ABBVDP010000084.1,0
GCA_001607765.1,AASIVP010000045.1,0
GCA_032872255.1,ABODME010000033.1,1
GCA_011905805.1,AATGZC010000039.1,0
GCA_038020025.1,JASOHC010000088.1,0
GCA_012679955.1,DABSXJ010000053.1,0
GCA_012489105.1,AASQEU010000062.1,1
GCA_000267525.2,ABLRJC010000051.1,0
GCA_019210145.1,JABKIA010000197.1,0
GCA_011846365.1,ABAPQG010000009.1,0
GCA_015690245.1,AASMSW010000030.1,0
GCA_025783155.2,AARTNY010000069.1,0
GCA_000627435.1,AASOLU010000031.1,0
GCA_012333425.1,AASGWZ010000057.1,1
GCA_014213745.1,AAVKYC010000046.1,1
GCA_000627435.1,JJLU01000060.1,1
GCA_012646845.1,DAHBTS010000050.1,0
GCA_013536655.1,AAUCZC010000057.1,1
GCA_031341675.1,ABMOXJ010000025.1,0
GCA_016768235.1,ABPECL010000033.1,0
